holiday,rain_1h,snow_1h,cloud_coverage_percentage,weather_main,weather_description,date_time,traffic_volume,year,month,hour,weekday,is_weekend,temp_celsius
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 01:00:00,718,2012,10,1,Saturday,True,5.4
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 02:00:00,545,2012,10,2,Saturday,True,5.44
,0.0,0.0,75,Clouds,broken clouds,2012-10-06 04:00:00,411,2012,10,4,Saturday,True,3.84
,0.0,0.0,20,Clouds,few clouds,2012-10-06 05:00:00,688,2012,10,5,Saturday,True,3.2
,0.0,0.0,1,Clear,sky is clear,2012-10-06 06:00:00,1352,2012,10,6,Saturday,True,2.25
,0.0,0.0,1,Clear,sky is clear,2012-10-06 07:00:00,2072,2012,10,7,Saturday,True,2.02
,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,2012,10,8,Saturday,True,1.84
,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,2012,10,9,Saturday,True,1.94
,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,2012,10,10,Saturday,True,3.73
,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,2012,10,11,Saturday,True,4.89
,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,2012,10,12,Saturday,True,5.93
,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,2012,10,13,Saturday,True,6.97
,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,2012,10,14,Saturday,True,7.1
,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,2012,10,15,Saturday,True,6.85
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,2012,10,16,Saturday,True,5.91
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,2012,10,17,Saturday,True,5.76
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,2012,10,18,Saturday,True,5.24
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,2012,10,19,Saturday,True,5.01
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,2012,10,20,Saturday,True,5.01
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,2012,10,21,Saturday,True,4.78
,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,2012,10,22,Saturday,True,3.75
,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,2012,10,23,Saturday,True,3.19
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,2012,10,0,Sunday,True,2.96
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,2012,10,3,Sunday,True,2.58
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,2012,10,4,Sunday,True,2.5
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,627,2012,10,5,Sunday,True,2.36
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,1508,2012,10,6,Sunday,True,1.9
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,1539,2012,10,7,Sunday,True,1.62
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2232,2012,10,8,Sunday,True,1.62
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,4568,2012,10,9,Sunday,True,2.4
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,4624,2012,10,10,Sunday,True,3.09
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,4529,2012,10,11,Sunday,True,3.86
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,5139,2012,10,12,Sunday,True,4.28
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,6640,2012,10,13,Sunday,True,5.3
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,6589,2012,10,14,Sunday,True,6.12
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,4429,2012,10,15,Sunday,True,6.12
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,4329,2012,10,16,Sunday,True,6.29
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,3833,2012,10,17,Sunday,True,6.17
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,4015,2012,10,18,Sunday,True,6.12
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 19:00:00,3382,2012,10,19,Sunday,True,4.96
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 20:00:00,2815,2012,10,20,Sunday,True,3.64
,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 21:00:00,2110,2012,10,21,Sunday,True,2.58
,0.0,0.0,75,Clouds,broken clouds,2012-10-07 22:00:00,1555,2012,10,22,Sunday,True,1.73
,0.0,0.0,20,Clouds,few clouds,2012-10-07 23:00:00,959,2012,10,23,Sunday,True,0.77
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 00:00:00,455,2012,10,0,Monday,False,-0.07
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 01:00:00,336,2012,10,1,Monday,False,-0.53
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 02:00:00,265,2012,10,2,Monday,False,-1.37
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 03:00:00,314,2012,10,3,Monday,False,-2.1
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 04:00:00,779,2012,10,4,Monday,False,-2.52
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 05:00:00,2571,2012,10,5,Monday,False,-2.82
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 06:00:00,5563,2012,10,6,Monday,False,-3.54
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 07:00:00,6676,2012,10,7,Monday,False,-3.14
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 08:00:00,5966,2012,10,8,Monday,False,-1.92
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 09:00:00,4832,2012,10,9,Monday,False,0.56
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 10:00:00,4395,2012,10,10,Monday,False,3.62
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 11:00:00,4411,2012,10,11,Monday,False,6.32
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 12:00:00,4648,2012,10,12,Monday,False,6.69
Columbus Day,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 13:00:00,4602,2012,10,13,Monday,False,9.19
Columbus Day,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 14:00:00,5125,2012,10,14,Monday,False,9.79
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 15:00:00,5502,2012,10,15,Monday,False,10.33
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 16:00:00,5979,2012,10,16,Monday,False,11.18
Columbus Day,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 17:00:00,5663,2012,10,17,Monday,False,11.33
Columbus Day,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 18:00:00,4259,2012,10,18,Monday,False,11.08
Columbus Day,0.0,0.0,20,Clouds,few clouds,2012-10-08 19:00:00,3069,2012,10,19,Monday,False,8.84
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 20:00:00,2378,2012,10,20,Monday,False,6.66
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 21:00:00,2030,2012,10,21,Monday,False,6.2
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 22:00:00,1400,2012,10,22,Monday,False,5.75
Columbus Day,0.0,0.0,1,Clear,sky is clear,2012-10-08 23:00:00,917,2012,10,23,Monday,False,5.31
,0.0,0.0,1,Clear,sky is clear,2012-10-09 00:00:00,515,2012,10,0,Tuesday,False,4.63
,0.0,0.0,1,Clear,sky is clear,2012-10-09 01:00:00,302,2012,10,1,Tuesday,False,4.12
,0.0,0.0,1,Clear,sky is clear,2012-10-09 02:00:00,251,2012,10,2,Tuesday,False,4.32
,0.0,0.0,20,Clouds,few clouds,2012-10-09 04:00:00,798,2012,10,4,Tuesday,False,3.82
,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 05:00:00,2678,2012,10,5,Tuesday,False,3.37
,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 06:00:00,5733,2012,10,6,Tuesday,False,3.45
,0.0,0.0,75,Clouds,broken clouds,2012-10-09 07:00:00,6449,2012,10,7,Tuesday,False,4.16
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 08:00:00,5765,2012,10,8,Tuesday,False,5.23
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 09:00:00,5599,2012,10,9,Tuesday,False,6.2
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 10:00:00,4534,2012,10,10,Tuesday,False,8.22
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 11:00:00,4691,2012,10,11,Tuesday,False,9.96
,0.0,0.0,75,Clouds,broken clouds,2012-10-09 12:00:00,5067,2012,10,12,Tuesday,False,10.93
,0.0,0.0,75,Clouds,broken clouds,2012-10-09 13:00:00,5030,2012,10,13,Tuesday,False,11.99
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 14:00:00,5300,2012,10,14,Tuesday,False,13.2
,0.0,0.0,100,Rain,light rain or drizzle,2012-10-09 15:00:00,5777,2012,10,15,Tuesday,False,14.08
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 16:00:00,6349,2012,10,16,Tuesday,False,15.38
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 17:00:00,6127,2012,10,17,Tuesday,False,17.22
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 18:00:00,4460,2012,10,18,Tuesday,False,16.98
,0.0,0.0,75,Clouds,broken clouds,2012-10-09 19:00:00,3418,2012,10,19,Tuesday,False,15.71
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 20:00:00,2775,2012,10,20,Tuesday,False,14.21
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 21:00:00,2306,2012,10,21,Tuesday,False,11.96
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 22:00:00,1846,2012,10,22,Tuesday,False,10.31
,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 23:00:00,947,2012,10,23,Tuesday,False,9.3
,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,494,2012,10,0,Wednesday,False,8.73
,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,332,2012,10,1,Wednesday,False,8.63
,0.0,0.0,75,Clouds,broken clouds,2012-10-10 02:00:00,261,2012,10,2,Wednesday,False,7.94
,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 03:00:00,361,2012,10,3,Wednesday,False,8.02
,0.0,0.0,92,Clear,sky is clear,2012-10-10 06:00:00,5875,2012,10,6,Wednesday,False,8.1
,0.0,0.0,99,Rain,light rain or drizzle,2012-10-10 07:00:00,6793,2012,10,7,Wednesday,False,8.1
,0.0,0.0,99,Drizzle,light rain or drizzle,2012-10-10 07:00:00,6793,2012,10,7,Wednesday,False,8.1
,0.0,0.0,99,Rain,light rain or drizzle,2012-10-10 08:00:00,6283,2012,10,8,Wednesday,False,6.95
,0.0,0.0,99,Drizzle,light rain or drizzle,2012-10-10 08:00:00,6283,2012,10,8,Wednesday,False,6.95
,0.0,0.0,99,Rain,light rain or drizzle,2012-10-10 09:00:00,5680,2012,10,9,Wednesday,False,6.46
,0.0,0.0,99,Drizzle,light rain or drizzle,2012-10-10 09:00:00,5680,2012,10,9,Wednesday,False,6.46
,0.0,0.0,99,Clear,sky is clear,2012-10-10 10:00:00,4632,2012,10,10,Wednesday,False,6.52
,0.0,0.0,1,Clear,sky is clear,2012-10-10 11:00:00,4887,2012,10,11,Wednesday,False,7.04
,0.0,0.0,75,Clouds,broken clouds,2012-10-10 12:00:00,5030,2012,10,12,Wednesday,False,8.94
,0.0,0.0,75,Clouds,broken clouds,2012-10-10 13:00:00,5067,2012,10,13,Wednesday,False,9.11
,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 14:00:00,5227,2012,10,14,Wednesday,False,8.9
,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 15:00:00,5610,2012,10,15,Wednesday,False,8.44
,0.0,0.0,81,Clear,sky is clear,2012-10-10 16:00:00,6286,2012,10,16,Wednesday,False,8.08
,0.0,0.0,81,Clear,sky is clear,2012-10-10 18:00:00,4775,2012,10,18,Wednesday,False,9.45
,0.0,0.0,81,Clear,sky is clear,2012-10-10 19:00:00,3340,2012,10,19,Wednesday,False,9.45
,0.0,0.0,81,Clear,sky is clear,2012-10-10 20:00:00,3013,2012,10,20,Wednesday,False,9.45
,0.0,0.0,81,Clear,sky is clear,2012-10-10 21:00:00,2603,2012,10,21,Wednesday,False,9.45
,0.0,0.0,81,Clear,sky is clear,2012-10-10 22:00:00,1910,2012,10,22,Wednesday,False,9.45
,0.0,0.0,81,Clear,sky is clear,2012-10-10 23:00:00,1037,2012,10,23,Wednesday,False,9.45
,0.0,0.0,1,Clear,sky is clear,2012-10-11 01:00:00,347,2012,10,1,Thursday,False,0.75
,0.0,0.0,75,Clouds,broken clouds,2012-10-11 03:00:00,350,2012,10,3,Thursday,False,1.25
,0.0,0.0,75,Clouds,broken clouds,2012-10-11 04:00:00,850,2012,10,4,Thursday,False,0.9
,0.0,0.0,40,Clouds,scattered clouds,2012-10-11 05:00:00,2791,2012,10,5,Thursday,False,0.56
,0.0,0.0,1,Clear,sky is clear,2012-10-11 06:00:00,5809,2012,10,6,Thursday,False,-0.49
,0.0,0.0,1,Clear,sky is clear,2012-10-11 07:00:00,6798,2012,10,7,Thursday,False,-0.5
,0.0,0.0,1,Clear,sky is clear,2012-10-11 08:00:00,6304,2012,10,8,Thursday,False,-0.63
,0.0,0.0,20,Clouds,few clouds,2012-10-11 09:00:00,5291,2012,10,9,Thursday,False,2.04
,0.0,0.0,1,Clear,sky is clear,2012-10-11 10:00:00,4638,2012,10,10,Thursday,False,2.19
,0.0,0.0,50,Clear,sky is clear,2012-10-11 14:00:00,5557,2012,10,14,Thursday,False,10.95
,0.0,0.0,50,Clear,sky is clear,2012-10-11 15:00:00,5818,2012,10,15,Thursday,False,10.95
,0.0,0.0,75,Clouds,broken clouds,2012-10-11 16:00:00,6272,2012,10,16,Thursday,False,10.63
,0.0,0.0,75,Clouds,broken clouds,2012-10-11 17:00:00,5944,2012,10,17,Thursday,False,10.37
,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 18:00:00,4949,2012,10,18,Thursday,False,10.17
,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 19:00:00,3511,2012,10,19,Thursday,False,8.91
,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 20:00:00,3039,2012,10,20,Thursday,False,8.8
,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 21:00:00,2679,2012,10,21,Thursday,False,8.66
,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 22:00:00,2094,2012,10,22,Thursday,False,9.01
,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 23:00:00,1284,2012,10,23,Thursday,False,9.38
,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 00:00:00,630,2012,10,0,Friday,False,10.76
,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 01:00:00,410,2012,10,1,Friday,False,11.49
,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 02:00:00,331,2012,10,2,Friday,False,11.46
,0.0,0.0,72,Drizzle,light rain or drizzle,2012-10-12 03:00:00,372,2012,10,3,Friday,False,10.03
,0.0,0.0,72,Rain,light rain or drizzle,2012-10-12 04:00:00,739,2012,10,4,Friday,False,9.11
,0.0,0.0,72,Drizzle,light rain or drizzle,2012-10-12 05:00:00,2561,2012,10,5,Friday,False,7.62
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 06:00:00,5586,2012,10,6,Friday,False,5.38
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 07:00:00,6992,2012,10,7,Friday,False,4.49
,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 08:00:00,5860,2012,10,8,Friday,False,4.75
,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 09:00:00,5230,2012,10,9,Friday,False,5.03
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 10:00:00,4864,2012,10,10,Friday,False,6.14
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 11:00:00,5146,2012,10,11,Friday,False,7.3
,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 12:00:00,5526,2012,10,12,Friday,False,7.8
,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 13:00:00,5383,2012,10,13,Friday,False,8.59
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 14:00:00,5758,2012,10,14,Friday,False,8.69
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 15:00:00,5889,2012,10,15,Friday,False,9.3
,0.0,0.0,75,Clouds,broken clouds,2012-10-12 16:00:00,6057,2012,10,16,Friday,False,9.05
,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 17:00:00,6028,2012,10,17,Friday,False,8.39
,0.0,0.0,20,Clouds,few clouds,2012-10-12 18:00:00,5257,2012,10,18,Friday,False,7.06
,0.0,0.0,56,Clear,sky is clear,2012-10-12 23:00:00,1897,2012,10,23,Friday,False,9.05
,0.0,0.0,1,Clear,sky is clear,2012-10-13 00:00:00,1335,2012,10,0,Saturday,True,-0.57
,0.0,0.0,1,Clear,sky is clear,2012-10-13 01:00:00,769,2012,10,1,Saturday,True,-1.09
,0.0,0.0,1,Clear,sky is clear,2012-10-13 02:00:00,570,2012,10,2,Saturday,True,-2.16
,0.0,0.0,20,Clouds,few clouds,2012-10-13 03:00:00,413,2012,10,3,Saturday,True,-2.86
,0.0,0.0,1,Clear,sky is clear,2012-10-13 04:00:00,399,2012,10,4,Saturday,True,-3.67
,0.0,0.0,1,Clear,sky is clear,2012-10-13 05:00:00,740,2012,10,5,Saturday,True,-3.88
,0.0,0.0,1,Clear,sky is clear,2012-10-13 06:00:00,1420,2012,10,6,Saturday,True,-4.24
,0.0,0.0,75,Clouds,broken clouds,2012-10-13 07:00:00,2220,2012,10,7,Saturday,True,-4.17
